fecha	archivo	algoritmo	cp	minsplit	minbucket	maxdepth	ganancia_promedio	tiempo_promedio	ganancias			
20161022 165144	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	20	10	752708.3	9.085195	711666.7	499166.7	920000	880000
20161022 165151	binaria1_VisaMaster_weights_corteProb	rpart	0	10	10	10	584166.7	8.552731	725833.3	855000	330000	425833.3
20161022 165213	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	4	1160417	4.443803	1278333	785000	1242500	1335833
20161022 165221	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	4	1034583	4.643588	913333.3	1259167	1263333	702500
20161022 165255	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	5	1137083	6.407474	1245833	800000	992500	1510000
20161022 165304	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	5	1080208	6.75855	883333.3	1288333	1253333	895833.3
20161022 165336	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	6	1151667	6.447412	1229167	740000	1201667	1435833
20161022 165342	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	6	815416.7	5.81281	902500	1014167	679166.7	665833.3
20161022 165425	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	7	1001458	7.339433	1038333	650000	1060833	1256667
20161022 165431	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	7	832500	7.33605	821666.7	888333.3	913333.3	706666.7
20161022 165517	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	8	1005208	8.253299	1143333	636666.7	990833.3	1250000
20161022 165518	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	8	649375	7.734217	832500	970000	440833.3	354166.7
20161022 165609	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	9	634166.7	8.657269	755000	1015000	400833.3	365833.3
20161022 165612	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	9	966458.3	8.549302	1098333	580000	1034167	1153333
20161022 165700	binaria1_VisaMaster_weights_corteProb	rpart	0	20	20	10	596041.7	8.391667	720833.3	836666.7	355000	471666.7
20161022 165711	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	50	10	974375	8.993259	1148333	603333.3	1029167	1116667
20161022 165730	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	4	1034583	4.599676	913333.3	1259167	1263333	702500
20161022 165741	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	4	1159792	4.561665	1278333	782500	1242500	1335833
20161022 165803	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	5	1073750	5.141008	883333.3	1259167	1253333	899166.7
20161022 165815	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	5	1158958	5.311181	1245833	789166.7	1090833	1510000
20161022 165845	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	6	824583.3	6.520706	902500	945000	778333.3	672500
20161022 165859	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	6	1161250	6.541503	1241667	762500	1303333	1337500
20161022 165926	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	7	828333.3	6.525894	821666.7	905000	865833.3	720833.3
20161022 165943	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	7	1085000	6.764166	1055000	789166.7	1231667	1264167
20161022 170012	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	8	668750	7.227037	832500	986666.7	465000	390833.3
20161022 170032	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	8	1135833	7.229416	1205000	810833.3	1239167	1288333
20161022 170115	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	9	735208.3	11.29275	755000	1031667	681666.7	472500
20161022 170213	binaria1_VisaMaster_weights_corteProb	rpart	0	50	50	10	701458.3	7.826223	720833.3	853333.3	679166.7	552500
20161022 170244	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	9	1097500	16.01982	1160000	749166.7	1263333	1217500
20161022 170247	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	4	1045208	4.357195	913333.3	1259167	1283333	725000
20161022 170356	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	5	1084792	6.582356	883333.3	1259167	1275000	921666.7
20161022 170404	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	100	10	1084375	10.14321	1209167	770833.3	1175833	1181667
20161022 170536	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	4	1190208	6.299061	1310000	782500	1242500	1425833
20161022 170603	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	6	956458.3	10.39579	902500	1027500	1200833	695000
20161022 170627	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	5	1170417	5.26625	1290000	791666.7	1000000	1600000
20161022 170715	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	7	950416.7	7.951742	821666.7	935000	1301667	743333.3
20161022 170749	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	6	1195000	7.53356	1283333	707500	1262500	1526667
20161022 171003	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	8	847291.7	12.79783	832500	996666.7	1159167	400833.3
20161022 171050	ternaria_VisaMaster_weights_corteProb	rpart	0	10	10	4	1232708	14.97877	1384167	1070000	1197500	1279167
20161022 171412	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	7	1057708	16.53047	1118333	692500	1065833	1354167
20161022 171612	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	9	842916.7	20.08964	755000	1001667	1132500	482500
20161022 171620	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	8	1070833	8.223011	1056667	704166.7	1150833	1371667
20161022 171709	binaria1_VisaMaster_weights_corteProb	rpart	0	100	100	10	803125	9.286915	707500	819166.7	1131667	554166.7
20161022 171714	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	9	1038542	8.633033	1020000	640833.3	1193333	1300000
20161022 171737	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	4	1034583	4.335381	913333.3	1259167	1263333	702500
20161022 171806	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	10	10	1040625	8.506414	1058333	628333.3	1206667	1269167
20161022 171808	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	5	1081458	4.946847	881666.7	1288333	1253333	902500
20161022 171834	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	4	1190208	4.292974	1310000	782500	1242500	1425833
20161022 171843	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	6	861250	5.834138	926666.7	1073333	778333.3	666666.7
20161022 171906	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	5	1170417	5.153369	1290000	791666.7	1000000	1600000
20161022 171923	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	7	899791.7	6.399171	921666.7	1058333	910833.3	708333.3
20161022 171943	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	6	1195000	5.93057	1283333	707500	1262500	1526667
20161022 172006	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	8	779166.7	7.214493	930000	1137500	655833.3	393333.3
20161022 172025	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	7	1048542	6.702257	1076667	692500	1070833	1354167
20161022 172052	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	9	803750	7.716684	878333.3	1178333	730000	428333.3
20161022 172110	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	8	1069375	6.990574	1050833	704166.7	1150833	1371667
20161022 172140	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	10	10	783750	8.129395	848333.3	1023333	729166.7	534166.7
20161022 172158	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	9	1042500	7.880557	1015000	661666.7	1193333	1300000
20161022 172208	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	4	1034583	4.312694	913333.3	1259167	1263333	702500
20161022 172244	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	5	1081458	5.697009	881666.7	1288333	1253333	902500
20161022 172256	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	20	10	1045625	9.216829	1055000	649166.7	1209167	1269167
20161022 172320	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	6	863541.7	5.964691	926666.7	1073333	778333.3	675833.3
20161022 172325	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	4	1193750	4.456417	1325000	782500	1242500	1425000
20161022 172357	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	5	1182083	5.069811	1290000	791666.7	1047500	1599167
20161022 172400	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	7	902708.3	6.41871	921666.7	1058333	913333.3	717500
20161022 172433	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	6	1205208	5.675578	1295000	730000	1262500	1533333
20161022 172443	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	8	779791.7	7.064457	930000	1137500	658333.3	393333.3
20161022 172516	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	7	1092500	6.703932	1038333	715000	1195833	1420833
20161022 172530	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	9	803750	7.904886	878333.3	1178333	730000	428333.3
20161022 172601	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	8	1152292	7.037643	1226667	726666.7	1203333	1452500
20161022 172618	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	20	10	782500	8.051922	843333.3	1023333	729166.7	534166.7
20161022 172645	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	4	1034583	4.234683	913333.3	1259167	1263333	702500
20161022 172650	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	9	1122292	7.864093	1185000	695833.3	1245833	1362500
20161022 172716	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	5	1073333	4.9716	881666.7	1259167	1253333	899166.7
20161022 172743	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	50	10	1122083	8.619096	1221667	683333.3	1256667	1326667
20161022 172752	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	6	866666.7	5.7753	926666.7	1089167	778333.3	672500
20161022 172811	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	4	1193750	4.381947	1325000	782500	1242500	1425000
20161022 172833	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	7	895833.3	6.706104	921666.7	1075000	865833.3	720833.3
20161022 172844	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	5	1190833	5.157917	1290000	785000	1089167	1599167
20161022 172917	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	8	799791.7	7.061011	930000	1154167	685000	430000
20161022 172920	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	6	1201042	5.693946	1307500	757500	1300833	1438333
20161022 173000	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	7	1128958	6.55807	1055000	782500	1250000	1428333
20161022 173004	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	9	832708.3	7.771487	878333.3	1195000	722500	535000
20161022 173044	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	8	1169792	6.996209	1144167	825000	1257500	1452500
20161022 173054	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	50	10	804583.3	8.318058	843333.3	1040000	720000	615000
20161022 173123	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	4	1045208	4.692817	913333.3	1259167	1283333	725000
20161022 173135	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	9	1165417	8.141838	1231667	785833.3	1281667	1362500
20161022 173156	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	5	1084375	5.293061	881666.7	1259167	1275000	921666.7
20161022 173228	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	100	10	1145417	8.611354	1260833	773333.3	1220833	1326667
20161022 173231	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	6	982083.3	5.731705	926666.7	1105833	1200833	695000
20161022 173256	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	4	1179167	4.33508	1263333	785000	1242500	1425833
20161022 173311	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	7	1002292	6.522553	921666.7	1085000	1301667	700833.3
20161022 173328	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	5	1171667	4.993106	1284167	800000	1002500	1600000
20161022 173355	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	8	810625	7.064636	930000	1164167	708333.3	440000
20161022 173405	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	6	1154583	5.766239	1271667	717500	1110833	1518333
20161022 173441	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	9	940208.3	7.613562	878333.3	1205000	1132500	545000
20161022 173446	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	7	972291.7	6.287925	1105000	660833.3	1038333	1085000
20161022 173531	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	100	10	906458.3	8.347639	830000	1047500	1131667	616666.7
20161022 173532	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	8	835833.3	7.309311	745000	615833.3	905000	1077500
20161022 173558	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	4	1034792	4.262358	913333.3	1259167	1264167	702500
20161022 173622	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	9	780416.7	7.874744	716666.7	495833.3	935833.3	973333.3
20161022 173629	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	5	1080417	5.103532	883333.3	1288333	1254167	895833.3
20161022 173704	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	6	812500	5.600407	902500	1034167	679166.7	634166.7
20161022 173715	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	5	10	780833.3	8.808124	731666.7	495000	940833.3	955833.3
20161022 173743	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	4	1179167	4.339121	1263333	785000	1242500	1425833
20161022 173744	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	7	827916.7	6.512092	821666.7	910000	905833.3	674166.7
20161022 173815	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	5	1173125	5.006391	1290000	800000	1002500	1600000
20161022 173827	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	8	642291.7	7.13457	832500	986666.7	441666.7	308333.3
20161022 173852	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	6	1158125	5.646926	1283333	717500	1113333	1518333
20161022 173912	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	9	626666.7	7.666311	755000	1030000	401666.7	320000
20161022 173934	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	7	973333.3	6.621439	1076667	660833.3	1070833	1085000
20161022 174000	binaria1_VisaMaster_weights_corteProb	rpart	0	10	5	10	589166.7	8.396953	725833.3	849166.7	355833.3	425833.3
20161022 174021	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	8	828750	7.24186	722500	599166.7	922500	1070833
20161022 174028	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	4	1034792	4.360023	913333.3	1259167	1264167	702500
20161022 174059	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	5	1080417	4.882569	883333.3	1288333	1254167	895833.3
20161022 174111	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	9	776458.3	7.901714	683333.3	500000	955833.3	966666.7
20161022 174135	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	6	815416.7	5.802701	902500	1014167	679166.7	665833.3
20161022 174205	binaria2_VisaMaster_weights_15_corteProb	rpart	0	20	10	10	785416.7	8.540262	701666.7	499166.7	951666.7	989166.7
20161022 174214	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	7	832708.3	6.367005	821666.7	888333.3	914166.7	706666.7
20161022 174234	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	4	1160417	4.673278	1278333	785000	1242500	1335833
20161022 174258	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	8	648958.3	7.324425	832500	968333.3	440833.3	354166.7
20161022 174306	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	5	1137083	4.995428	1245833	800000	992500	1510000
20161022 174343	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	6	1151667	5.679766	1229167	740000	1201667	1435833
20161022 174344	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	9	633541.7	7.746977	755000	1012500	400833.3	365833.3
20161022 174424	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	7	1001458	6.324057	1038333	650000	1060833	1256667
20161022 174434	binaria1_VisaMaster_weights_corteProb	rpart	0	20	10	10	595208.3	8.405651	720833.3	833333.3	355000	471666.7
20161022 174501	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	4	1034792	4.312156	913333.3	1259167	1264167	702500
20161022 174511	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	8	1015625	7.216495	1143333	678333.3	990833.3	1250000
20161022 174535	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	5	1073958	5.21873	883333.3	1259167	1254167	899166.7
20161022 174604	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	9	971250	8.074421	1098333	580000	1027500	1179167
20161022 174611	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	6	824583.3	5.802453	902500	945000	778333.3	672500
20161022 174650	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	7	828541.7	6.337572	821666.7	905000	866666.7	720833.3
20161022 174659	binaria2_VisaMaster_weights_15_corteProb	rpart	0	50	25	10	991875	8.642837	1114167	603333.3	1027500	1222500
20161022 174727	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	4	1159792	4.321806	1278333	782500	1242500	1335833
20161022 174733	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	8	668958.3	7.059837	832500	986666.7	465833.3	390833.3
20161022 174759	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	5	1158958	4.955498	1245833	789166.7	1090833	1510000
20161022 174820	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	9	735208.3	7.773964	755000	1031667	681666.7	472500
20161022 174836	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	6	1161250	5.715894	1241667	762500	1303333	1337500
20161022 174910	binaria1_VisaMaster_weights_corteProb	rpart	0	50	25	10	701458.3	8.383925	720833.3	853333.3	679166.7	552500
20161022 174918	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	7	1085000	6.574263	1055000	789166.7	1231667	1264167
20161022 174937	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	4	1045208	4.332706	913333.3	1259167	1283333	725000
20161022 175004	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	8	1135833	7.282456	1205000	810833.3	1239167	1288333
20161022 175008	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	5	1085000	5.035155	883333.3	1259167	1275833	921666.7
20161022 175043	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	6	956458.3	5.571155	902500	1027500	1200833	695000
20161022 175055	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	9	1097500	7.845321	1160000	749166.7	1263333	1217500
20161022 175123	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	7	950416.7	6.370152	821666.7	935000	1301667	743333.3
20161022 175150	binaria2_VisaMaster_weights_15_corteProb	rpart	0	100	50	10	1100833	8.625067	1190000	770833.3	1181667	1260833
20161022 175207	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	8	847291.7	7.087052	832500	996666.7	1159167	400833.3
20161022 175217	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	4	1190208	4.271561	1310000	782500	1242500	1425833
20161022 175250	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	5	1171042	5.261709	1290000	791666.7	1002500	1600000
20161022 175255	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	9	842916.7	7.902139	755000	1001667	1132500	482500
20161022 175326	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	6	1195000	5.719046	1283333	707500	1262500	1526667
20161022 175346	binaria1_VisaMaster_weights_corteProb	rpart	0	100	50	10	803125	8.402264	707500	819166.7	1131667	554166.7
20161022 175407	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	7	1058750	6.36128	1118333	692500	1070000	1354167
20161022 175414	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	4	1034792	4.333219	913333.3	1259167	1264167	702500
20161022 175445	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	5	1081667	4.976557	881666.7	1288333	1254167	902500
20161022 175451	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	8	1081250	7.167542	1056667	745833.3	1150833	1371667
20161022 175520	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	6	861458.3	5.655145	926666.7	1073333	778333.3	667500
20161022 175539	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	9	1036458	7.802721	1020000	640833.3	1185000	1300000
20161022 175600	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	7	900208.3	6.463386	921666.7	1058333	911666.7	709166.7
20161022 175632	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	10	5	10	1036667	8.544762	1047500	628333.3	1201667	1269167
20161022 175642	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	8	779791.7	7.085064	930000	1135833	660000	393333.3
20161022 175700	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	4	1190208	4.321583	1310000	782500	1242500	1425833
20161022 175729	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	9	803125	7.876827	878333.3	1175833	730000	428333.3
20161022 175731	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	5	1171042	4.952491	1290000	791666.7	1002500	1600000
20161022 175807	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	6	1195000	5.805348	1283333	707500	1262500	1526667
20161022 175818	binaria1_VisaMaster_weights_corteProb	rpart	0.001	10	5	10	782500	8.438357	848333.3	1018333	729166.7	534166.7
20161022 175846	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	4	1034792	4.62874	913333.3	1259167	1264167	702500
20161022 175851	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	7	1049583	6.851591	1076667	692500	1075000	1354167
20161022 175919	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	5	1081667	5.171063	881666.7	1288333	1254167	902500
20161022 175935	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	8	1079792	7.039697	1050833	745833.3	1150833	1371667
20161022 175954	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	6	863541.7	5.672035	926666.7	1073333	778333.3	675833.3
20161022 180024	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	9	1040417	7.884376	1015000	661666.7	1185000	1300000
20161022 180034	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	7	902916.7	6.49603	921666.7	1058333	914166.7	717500
20161022 180116	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	8	780416.7	7.062596	930000	1135833	662500	393333.3
20161022 180117	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	20	10	10	1041250	8.575498	1043333	649166.7	1203333	1269167
20161022 180144	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	4	1193750	4.340084	1325000	782500	1242500	1425000
20161022 180203	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	9	803125	7.673968	878333.3	1175833	730000	428333.3
20161022 180216	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	5	1182083	4.960421	1290000	791666.7	1047500	1599167
20161022 180251	binaria1_VisaMaster_weights_corteProb	rpart	0.001	20	10	10	781666.7	8.232251	843333.3	1020000	729166.7	534166.7
20161022 180253	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	6	1205208	5.774215	1295000	730000	1262500	1533333
20161022 180319	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	4	1034792	4.405691	913333.3	1259167	1264167	702500
20161022 180334	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	7	1092500	6.469714	1038333	715000	1195833	1420833
20161022 180350	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	5	1073542	4.93262	881666.7	1259167	1254167	899166.7
20161022 180418	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	8	1162708	7.005801	1226667	768333.3	1203333	1452500
20161022 180425	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	6	866666.7	5.812296	926666.7	1089167	778333.3	672500
20161022 180504	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	7	896041.7	6.357178	921666.7	1075000	866666.7	720833.3
20161022 180507	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	9	1121458	7.950794	1185000	695833.3	1242500	1362500
20161022 180546	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	8	800000	6.98059	930000	1154167	685833.3	430000
20161022 180600	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	50	25	10	1119167	8.689991	1210833	683333.3	1255833	1326667
20161022 180627	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	4	1193750	4.180631	1325000	782500	1242500	1425000
20161022 180634	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	9	832708.3	7.922051	878333.3	1195000	722500	535000
20161022 180658	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	5	1190833	5.039206	1290000	785000	1089167	1599167
20161022 180723	binaria1_VisaMaster_weights_corteProb	rpart	0.001	50	25	10	804583.3	8.3133	843333.3	1040000	720000	615000
20161022 180734	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	6	1201042	5.750364	1307500	757500	1300833	1438333
20161022 180751	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	4	1045208	4.300622	913333.3	1259167	1283333	725000
20161022 180813	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	7	1128958	6.242912	1055000	782500	1250000	1428333
20161022 180822	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	5	1084583	5.025852	881666.7	1259167	1275833	921666.7
20161022 180857	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	6	982083.3	5.72039	926666.7	1105833	1200833	695000
20161022 180859	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	8	1169792	7.146849	1144167	825000	1257500	1452500
20161022 180936	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	7	1002292	6.290498	921666.7	1085000	1301667	700833.3
20161022 180946	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	9	1165417	7.765807	1231667	785833.3	1281667	1362500
20161022 181019	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	8	810833.3	6.986102	930000	1164167	709166.7	440000
20161022 181039	binaria2_VisaMaster_weights_15_corteProb	rpart	0.001	100	50	10	1146875	8.520019	1260833	773333.3	1226667	1326667
20161022 181104	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	9	940208.3	7.556027	878333.3	1205000	1132500	545000
20161022 181106	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	4	1179167	4.26359	1263333	785000	1242500	1425833
20161022 181139	binaria2_VisaMaster_weights_15_corteProb	rpart	0	10	3.333333	5	1171667	5.102039	1284167	800000	1002500	1600000
20161022 181154	binaria1_VisaMaster_weights_corteProb	rpart	0.001	100	50	10	906458.3	8.300349	830000	1047500	1131667	616666.7
