fecha	archivo	algoritmo	cp	minsplit	minbucket	maxdepth	ganancia_promedio	tiempo_promedio	ganancias			
20160919 035827	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	3000	600	20	0	19.21424	0	0	0	
20160919 035902	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	25	10	1136111	133.9492	1173333	1183333	1051667	
20160919 040025	binaria1	rpart	0.0001	20	4	10	1046667	163.5214	965833.3	1228333	945833.3	
20160919 040704	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	25	15	1136111	159.5691	1173333	1183333	1051667	
20160919 040831	binaria1	rpart	0.0001	20	4	15	985277.8	160.8313	890000	1123333	942500	
20160919 041746	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	25	20	1136111	212.626	1173333	1183333	1051667	
20160919 041818	binaria1	rpart	0.0001	20	4	20	941388.9	194.6321	890000	1079167	855000	
20160919 042030	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	10	5	1050833	53.42426	1105833	1134167	912500	
20160919 042054	binaria1	rpart	0.0001	50	25	5	773888.9	50.79827	764166.7	735000	822500	
20160919 042602	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	10	10	1152222	109.3136	1212500	1278333	965833.3	
20160919 042607	binaria1	rpart	0.0001	50	25	10	773888.9	103.2164	764166.7	735000	822500	
20160919 043333	binaria1	rpart	0.0001	50	25	15	773888.9	147.6065	764166.7	735000	822500	
20160919 043416	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	10	15	1152222	163.4689	1212500	1278333	965833.3	
20160919 044251	binaria1	rpart	0.0001	50	25	20	773888.9	184.9195	764166.7	735000	822500	
20160919 044502	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	50	10	20	1152222	214.1672	1212500	1278333	965833.3	
20160919 044529	binaria1	rpart	0.0001	50	10	5	781944.4	51.61305	764166.7	735000	846666.7	
20160919 044749	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	100	5	567777.8	54.26871	598333.3	646666.7	458333.3	
20160919 045038	binaria1	rpart	0.0001	50	10	10	840277.8	101.9163	764166.7	938333.3	818333.3	
20160919 045322	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	100	10	596944.4	110.0297	598333.3	646666.7	545833.3	
20160919 045818	binaria1	rpart	0.0001	50	10	15	840277.8	152.0928	764166.7	938333.3	818333.3	
20160919 050118	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	100	15	596944.4	157.2698	598333.3	646666.7	545833.3	
20160919 050800	binaria1	rpart	0.0001	50	10	20	840277.8	192.6757	764166.7	938333.3	818333.3	
20160919 050825	binaria1	rpart	0.0001	200	100	5	0	7.278326	0	0	0	
20160919 050906	binaria1	rpart	0.0001	200	100	10	0	12.28164	0	0	0	
20160919 050958	binaria1	rpart	0.0001	200	100	15	0	16.3857	0	0	0	
20160919 051058	binaria1	rpart	0.0001	200	100	20	0	19.06145	0	0	0	
20160919 051105	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	100	20	596944.4	194.6517	598333.3	646666.7	545833.3	
20160919 051122	binaria1	rpart	0.0001	200	40	5	0	6.78395	0	0	0	
20160919 051201	binaria1	rpart	0.0001	200	40	10	0	12.0589	0	0	0	
20160919 051255	binaria1	rpart	0.0001	200	40	15	0	16.91882	0	0	0	
20160919 051346	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	40	5	567777.8	52.64619	598333.3	646666.7	458333.3	
20160919 051358	binaria1	rpart	0.0001	200	40	20	0	20.08322	0	0	0	
20160919 051633	binaria1	rpart	0.001	20	10	5	860555.6	50.73859	817500	917500	846666.7	
20160919 051911	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	40	10	567777.8	106.9735	598333.3	646666.7	458333.3	
20160919 052143	binaria1	rpart	0.001	20	10	10	899722.2	102.3444	829166.7	1051667	818333.3	
20160919 052709	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	40	15	567777.8	158.3761	598333.3	646666.7	458333.3	
20160919 052916	binaria1	rpart	0.001	20	10	15	899722.2	149.7682	829166.7	1051667	818333.3	
20160919 053724	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.0001	200	40	20	567777.8	203.7495	598333.3	646666.7	458333.3	
20160919 053848	binaria1	rpart	0.001	20	10	20	899722.2	189.7178	829166.7	1051667	818333.3	
20160919 054014	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	10	5	1072500	54.94117	1170833	1134167	912500	
20160919 054122	binaria1	rpart	0.001	20	4	5	962777.8	50.11038	836666.7	1146667	905000	
20160919 054544	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	10	10	1125556	108.8421	1165000	1227500	984166.7	
20160919 054629	binaria1	rpart	0.001	20	4	10	1046667	101.3062	965833.3	1228333	945833.3	
20160919 055352	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	10	15	1125556	161.4143	1165000	1227500	984166.7	
20160919 055406	binaria1	rpart	0.001	20	4	15	1046667	150.9615	965833.3	1228333	945833.3	
20160919 060356	binaria1	rpart	0.001	20	4	20	1046667	195.7876	965833.3	1228333	945833.3	
20160919 060431	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	10	20	1125556	211.8127	1165000	1227500	984166.7	
20160919 060630	binaria1	rpart	0.001	50	25	5	773888.9	50.12624	764166.7	735000	822500	
20160919 060714	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	4	5	1083611	52.90007	1170833	1134167	945833.3	
20160919 061134	binaria1	rpart	0.001	50	25	10	773888.9	100.2537	764166.7	735000	822500	
20160919 061241	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	4	10	1169722	107.7505	1178333	1273333	1057500	
20160919 061859	binaria1	rpart	0.001	50	25	15	773888.9	146.979	764166.7	735000	822500	
20160919 062054	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	4	15	1112778	163.2363	1078333	1202500	1057500	
20160919 062814	binaria1	rpart	0.001	50	25	20	773888.9	183.9257	764166.7	735000	822500	
20160919 063050	binaria1	rpart	0.001	50	10	5	781944.4	50.96475	764166.7	735000	846666.7	
20160919 063141	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	20	4	20	1112778	214.4889	1078333	1202500	1057500	
20160919 063426	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	25	5	1056111	53.80147	1105833	1134167	928333.3	
20160919 063555	binaria1	rpart	0.001	50	10	10	772500	100.7006	764166.7	735000	818333.3	
20160919 064011	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	25	10	1113611	113.9075	1105833	1183333	1051667	
20160919 064334	binaria1	rpart	0.001	50	10	15	772500	151.8193	764166.7	735000	818333.3	
20160919 064818	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	25	15	1113611	161.2762	1105833	1183333	1051667	
20160919 065309	binaria1	rpart	0.001	50	10	20	772500	190.3529	764166.7	735000	818333.3	
20160919 065332	binaria1	rpart	0.001	200	100	5	0	6.781858	0	0	0	
20160919 065411	binaria1	rpart	0.001	200	100	10	0	11.9179	0	0	0	
20160919 065501	binaria1	rpart	0.001	200	100	15	0	15.67721	0	0	0	
20160919 065559	binaria1	rpart	0.001	200	100	20	0	18.25415	0	0	0	
20160919 065622	binaria1	rpart	0.001	200	40	5	0	6.773923	0	0	0	
20160919 065700	binaria1	rpart	0.001	200	40	10	0	11.88458	0	0	0	
20160919 065754	binaria1	rpart	0.001	200	40	15	0	16.66052	0	0	0	
20160919 065833	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	25	20	1113611	203.6611	1105833	1183333	1051667	
20160919 065901	binaria1	rpart	0.001	200	40	20	0	21.18107	0	0	0	
20160919 070051	binaria1	rpart	0.005	20	10	5	499722.2	35.55758	764166.7	735000	0	
20160919 070117	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	10	5	1050833	53.62124	1105833	1134167	912500	
20160919 070427	binaria1	rpart	0.005	20	10	10	499722.2	71.00113	764166.7	735000	0	
20160919 070643	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	10	10	1113056	107.4192	1213333	1160000	965833.3	
20160919 070939	binaria1	rpart	0.005	20	10	15	499722.2	102.8724	764166.7	735000	0	
20160919 071454	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	10	15	1113056	162.7802	1213333	1160000	965833.3	
20160919 071553	binaria1	rpart	0.005	20	10	20	499722.2	123.5079	764166.7	735000	0	
20160919 071700	binaria1	rpart	0.005	20	4	5	245000	21.20436	0	735000	0	
20160919 072039	binaria1	rpart	0.005	20	4	10	459444.4	72.06265	712500	665833.3	0	
20160919 072525	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	50	10	20	1113056	208.9806	1213333	1160000	965833.3	
20160919 072559	binaria1	rpart	0.005	20	4	15	459444.4	105.4962	712500	665833.3	0	
20160919 072817	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	100	5	567777.8	56.34163	598333.3	646666.7	458333.3	
20160919 073226	binaria1	rpart	0.005	20	4	20	459444.4	128.0709	712500	665833.3	0	
20160919 073347	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	100	10	596944.4	108.6859	598333.3	646666.7	545833.3	
20160919 073420	binaria1	rpart	0.005	50	25	5	519166.7	36.75162	0	735000	822500	
20160919 073755	binaria1	rpart	0.005	50	25	10	519166.7	70.7777	0	735000	822500	
20160919 074136	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	100	15	596944.4	155.2623	598333.3	646666.7	545833.3	
20160919 074301	binaria1	rpart	0.005	50	25	15	519166.7	100.8879	0	735000	822500	
20160919 074914	binaria1	rpart	0.005	50	25	20	519166.7	123.2033	0	735000	822500	
20160919 075107	binaria1	rpart	0.005	50	10	5	499722.2	36.47992	764166.7	735000	0	
20160919 075115	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	100	20	596944.4	191.8497	598333.3	646666.7	545833.3	
20160919 075400	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	40	5	567777.8	53.75233	598333.3	646666.7	458333.3	
20160919 075441	binaria1	rpart	0.005	50	10	10	499722.2	70.21519	764166.7	735000	0	
20160919 075929	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	40	10	567777.8	108.6236	598333.3	646666.7	458333.3	
20160919 075952	binaria1	rpart	0.005	50	10	15	499722.2	102.6229	764166.7	735000	0	
20160919 080605	binaria1	rpart	0.005	50	10	20	499722.2	123.3335	764166.7	735000	0	
20160919 080629	binaria1	rpart	0.005	200	100	5	0	6.85272	0	0	0	
20160919 080706	binaria1	rpart	0.005	200	100	10	0	11.5683	0	0	0	
20160919 080723	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	40	15	567777.8	157.0927	598333.3	646666.7	458333.3	
20160919 080755	binaria1	rpart	0.005	200	100	15	0	15.07636	0	0	0	
20160919 080847	binaria1	rpart	0.005	200	100	20	0	16.53206	0	0	0	
20160919 080911	binaria1	rpart	0.005	200	40	5	0	6.823625	0	0	0	
20160919 080949	binaria1	rpart	0.005	200	40	10	0	11.68785	0	0	0	
20160919 081040	binaria1	rpart	0.005	200	40	15	0	16.08332	0	0	0	
20160919 081139	binaria1	rpart	0.005	200	40	20	0	18.51386	0	0	0	
20160919 081548	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.001	200	40	20	567777.8	167.0469	598333.3	646666.7	458333.3	
20160919 081746	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	10	5	567777.8	38.67139	598333.3	646666.7	458333.3	
20160919 082137	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	10	10	567777.8	75.89973	598333.3	646666.7	458333.3	
20160919 082708	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	10	15	567777.8	109.3599	598333.3	646666.7	458333.3	
20160919 083356	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	10	20	567777.8	135.2225	598333.3	646666.7	458333.3	
20160919 083555	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	4	5	567777.8	38.55953	598333.3	646666.7	458333.3	
20160919 083946	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	4	10	561388.9	75.8757	598333.3	646666.7	439166.7	
20160919 084524	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	4	15	561388.9	111.9456	598333.3	646666.7	439166.7	
20160919 085218	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	20	4	20	561388.9	136.9611	598333.3	646666.7	439166.7	
20160919 085417	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	25	5	567777.8	38.58015	598333.3	646666.7	458333.3	
20160919 085808	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	25	10	567777.8	76.24094	598333.3	646666.7	458333.3	
20160919 090333	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	25	15	567777.8	107.3685	598333.3	646666.7	458333.3	
20160919 091004	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	25	20	567777.8	129.3993	598333.3	646666.7	458333.3	
20160919 091202	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	10	5	567777.8	38.46139	598333.3	646666.7	458333.3	
20160919 091552	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	10	10	567777.8	75.64589	598333.3	646666.7	458333.3	
20160919 092124	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	10	15	567777.8	109.8043	598333.3	646666.7	458333.3	
20160919 092806	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	50	10	20	567777.8	133.0092	598333.3	646666.7	458333.3	
20160919 092932	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	100	5	415000	27.61455	598333.3	646666.7	0	
20160919 093215	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	100	10	415000	53.4179	598333.3	646666.7	0	
20160919 093552	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	100	15	415000	71.2863	598333.3	646666.7	0	
20160919 093959	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	100	20	415000	81.68902	598333.3	646666.7	0	
20160919 094124	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	40	5	415000	27.40807	598333.3	646666.7	0	
20160919 094408	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	40	10	415000	53.3865	598333.3	646666.7	0	
20160919 094755	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	40	15	415000	74.95132	598333.3	646666.7	0	
20160919 095219	/home/macramole/Desktop/dm/2do_cuatri/finanzas/producto_premium_201604.txt	rpart	0.005	200	40	20	415000	86.92837	598333.3	646666.7	0	
20160919 164612	oversampling_binaria1	rpart	0.0001	200	2	10	0	8.824628	0	0	0	
20160919 164649	oversampling_binaria1	rpart	0.0001	200	2	15	0	11.45296	0	0	0	
20160919 165737	oversampling_binaria1	rpart	0.0001	20	10	10	941388.9	73.29704	954166.7	1051667	818333.3	
20160919 170303	oversampling_binaria1	rpart	0.0001	20	10	15	990555.6	107.6705	1101667	1051667	818333.3	
20160919 171001	oversampling_binaria1	rpart	0.0001	20	10	20	990555.6	138.5311	1101667	1051667	818333.3	
20160919 171343	oversampling_binaria1	rpart	0.0001	20	4	10	1046667	73.22079	965833.3	1228333	945833.3	
20160919 171922	oversampling_binaria1	rpart	0.0001	20	4	15	985277.8	112.2353	890000	1123333	942500	
20160919 172623	oversampling_binaria1	rpart	0.0001	20	4	20	941388.9	139.3862	890000	1079167	855000	
20160919 173003	oversampling_binaria1	rpart	0.0001	50	25	10	773888.9	72.46504	764166.7	735000	822500	
20160919 173520	oversampling_binaria1	rpart	0.0001	50	25	15	773888.9	104.8737	764166.7	735000	822500	
20160919 174157	oversampling_binaria1	rpart	0.0001	50	25	20	773888.9	131.616	764166.7	735000	822500	
20160919 174540	oversampling_binaria1	rpart	0.0001	50	10	10	840277.8	73.28299	764166.7	938333.3	818333.3	
20160919 175103	oversampling_binaria1	rpart	0.0001	50	10	15	840277.8	107.0337	764166.7	938333.3	818333.3	
20160919 175754	oversampling_binaria1	rpart	0.0001	50	10	20	840277.8	136.1677	764166.7	938333.3	818333.3	
20160919 175822	oversampling_binaria1	rpart	0.0001	200	100	10	0	8.552902	0	0	0	
20160919 175859	oversampling_binaria1	rpart	0.0001	200	100	15	0	11.52792	0	0	0	
20160919 175942	oversampling_binaria1	rpart	0.0001	200	100	20	0	13.55493	0	0	0	
20160919 180011	oversampling_binaria1	rpart	0.0001	200	40	10	0	8.770785	0	0	0	
20160919 180050	oversampling_binaria1	rpart	0.0001	200	40	15	0	12.12257	0	0	0	
20160919 180136	oversampling_binaria1	rpart	0.0001	200	40	20	0	14.68441	0	0	0	
20160919 180519	oversampling_binaria1	rpart	0.001	20	10	10	899722.2	73.44828	829166.7	1051667	818333.3	
20160919 181045	oversampling_binaria1	rpart	0.001	20	10	15	899722.2	107.7752	829166.7	1051667	818333.3	
20160919 181743	oversampling_binaria1	rpart	0.001	20	10	20	899722.2	138.6024	829166.7	1051667	818333.3	
20160919 182127	oversampling_binaria1	rpart	0.001	20	4	10	1046667	73.68183	965833.3	1228333	945833.3	
20160919 182656	oversampling_binaria1	rpart	0.001	20	4	15	1046667	109.0237	965833.3	1228333	945833.3	
20160924 012412	ternaria_noparallel	rpart	0	20	2	5	1093125	42.82346	1170833	1134167	912500	1155000
20160924 020716	ternaria_noparallel	rpart	0	20	2	11	1257083	194.7993	1172500	1341667		
20160924 023950	ternaria_noparallel	rpart	0	18	18	9	1135208	74.5353	1140833	1165000	951666.7	1283333
20160924 024525	ternaria_noparallel	rpart	0	18	18	10	1135208	82.67876	1140833	1165000	951666.7	1283333
20160924 025121	ternaria_noparallel	rpart	0	18	18	11	1135208	87.9775	1140833	1165000	951666.7	1283333
20160924 025755	ternaria_noparallel	rpart	0	18	18	12	1135208	97.49265	1140833	1165000	951666.7	1283333
20160924 030455	ternaria_noparallel	rpart	0	18	18	13	1135208	104.1001	1140833	1165000	951666.7	1283333
20160924 030946	ternaria_noparallel	rpart	0	18	9	9	1211250	71.53322	1212500	1355000	1003333	1274167
20160924 031507	ternaria_noparallel	rpart	0	18	9	10	1188750	79.28357	1212500	1360833	980833.3	1200833
20160924 032106	ternaria_noparallel	rpart	0	18	9	11	1202917	88.74865	1212500	1360833	1040000	1198333
20160924 032732	ternaria_noparallel	rpart	0	18	9	12	1193333	95.51353	1231667	1360833	982500	1198333
20160924 033431	ternaria_noparallel	rpart	0	18	9	13	1148958	103.6025	1231667	1360833	982500	1020833
20160924 033920	ternaria_noparallel	rpart	0	18	6	9	1190417	71.30099	1131667	1338333	1135833	1155833
20160924 034444	ternaria_noparallel	rpart	0	18	6	10	1170625	79.94244	1131667	1316667	1073333	1160833
20160924 035045	ternaria_noparallel	rpart	0	18	6	11	1120417	89.23192	1110833	1316667	1067500	986666.7
20160924 035707	ternaria_noparallel	rpart	0	18	6	12	1121458	94.63862	1110833	1320833	1067500	986666.7
20160924 040402	ternaria_noparallel	rpart	0	18	6	13	1118542	102.7817	1108333	1299167	1067500	999166.7
20160924 040853	ternaria_noparallel	rpart	0	19	19	9	1164375	71.65441	1239167	1183333	951666.7	1283333
20160924 041413	ternaria_noparallel	rpart	0	19	19	10	1164375	79.02575	1239167	1183333	951666.7	1283333
20160924 042003	ternaria_noparallel	rpart	0	19	19	11	1164375	86.3762	1239167	1183333	951666.7	1283333
20160924 042622	ternaria_noparallel	rpart	0	19	19	12	1164375	93.92247	1239167	1183333	951666.7	1283333
20160924 043315	ternaria_noparallel	rpart	0	19	19	13	1164375	102.1922	1239167	1183333	951666.7	1283333
20160924 043800	ternaria_noparallel	rpart	0	19	9.5	9	1216458	70.31369	1212500	1375833	1003333	1274167
20160924 044319	ternaria_noparallel	rpart	0	19	9.5	10	1193958	78.55823	1212500	1381667	980833.3	1200833
20160924 044912	ternaria_noparallel	rpart	0	19	9.5	11	1205000	87.44928	1212500	1381667	1040000	1185833
20160924 045529	ternaria_noparallel	rpart	0	19	9.5	12	1195417	93.27414	1231667	1381667	982500	1185833
20160924 050220	ternaria_noparallel	rpart	0	19	9.5	13	1156458	101.5279	1231667	1381667	982500	1030000
20160924 050707	ternaria_noparallel	rpart	0	19	6.333333	9	1196667	70.82902	1156667	1338333	1135833	1155833
20160924 051224	ternaria_noparallel	rpart	0	19	6.333333	10	1176875	78.36507	1156667	1316667	1073333	1160833
20160924 051811	ternaria_noparallel	rpart	0	19	6.333333	11	1126667	85.69004	1135833	1316667	1067500	986666.7
20160924 052429	ternaria_noparallel	rpart	0	19	6.333333	12	1127708	93.6349	1135833	1320833	1067500	986666.7
20160924 053120	ternaria_noparallel	rpart	0	19	6.333333	13	1130208	101.7571	1133333	1299167	1067500	1020833
20160924 053607	ternaria_noparallel	rpart	0	20	20	9	1169583	70.73255	1238333	1183333	973333.3	1283333
20160924 054126	ternaria_noparallel	rpart	0	20	20	10	1169583	78.83257	1238333	1183333	973333.3	1283333
20160924 054717	ternaria_noparallel	rpart	0	20	20	11	1169583	86.66319	1238333	1183333	973333.3	1283333
20160924 055336	ternaria_noparallel	rpart	0	20	20	12	1169583	93.76921	1238333	1183333	973333.3	1283333
20160924 060026	ternaria_noparallel	rpart	0	20	20	13	1169583	101.4421	1238333	1183333	973333.3	1283333
20160924 060510	ternaria_noparallel	rpart	0	20	10	9	1194792	70.2671	1172500	1335833	1003333	1267500
20160924 061026	ternaria_noparallel	rpart	0	20	10	10	1178542	77.93735	1172500	1341667	980833.3	1219167
20160924 061614	ternaria_noparallel	rpart	0	20	10	11	1178750	85.87205	1172500	1341667	981666.7	1219167
20160924 062232	ternaria_noparallel	rpart	0	20	10	12	1178750	93.66747	1172500	1341667	981666.7	1219167
20160924 062920	ternaria_noparallel	rpart	0	20	10	13	1148750	100.8817	1172500	1341667	981666.7	1099167
20160924 063403	ternaria_noparallel	rpart	0	20	6.666667	9	1196667	69.77915	1156667	1338333	1135833	1155833
20160924 063916	ternaria_noparallel	rpart	0	20	6.666667	10	1176875	77.46098	1156667	1316667	1073333	1160833
20160924 064501	ternaria_noparallel	rpart	0	20	6.666667	11	1126667	85.20874	1135833	1316667	1067500	986666.7
20160924 065119	ternaria_noparallel	rpart	0	20	6.666667	12	1127708	93.53411	1135833	1320833	1067500	986666.7
20160924 065809	ternaria_noparallel	rpart	0	20	6.666667	13	1130208	101.4471	1133333	1299167	1067500	1020833
20160924 070257	ternaria_noparallel	rpart	0	21	21	9	1166875	71.00531	1238333	1183333	962500	1283333
20160924 070816	ternaria_noparallel	rpart	0	21	21	10	1166875	78.82188	1238333	1183333	962500	1283333
20160924 071404	ternaria_noparallel	rpart	0	21	21	11	1166875	86.1056	1238333	1183333	962500	1283333
20160924 072025	ternaria_noparallel	rpart	0	21	21	12	1166875	94.19035	1238333	1183333	962500	1283333
20160924 072715	ternaria_noparallel	rpart	0	21	21	13	1166875	101.5756	1238333	1183333	962500	1283333
20160924 073200	ternaria_noparallel	rpart	0	21	10.5	9	1195417	70.2284	1172500	1335833	1003333	1270000
20160924 073718	ternaria_noparallel	rpart	0	21	10.5	10	1192500	78.42357	1172500	1341667	980833.3	1275000
20160924 074303	ternaria_noparallel	rpart	0	21	10.5	11	1192708	85.30599	1172500	1341667	981666.7	1275000
20160924 074921	ternaria_noparallel	rpart	0	21	10.5	12	1192708	93.48673	1172500	1341667	981666.7	1275000
20160924 075609	ternaria_noparallel	rpart	0	21	10.5	13	1149375	101.1666	1172500	1341667	981666.7	1101667
20160924 080052	ternaria_noparallel	rpart	0	21	7	9	1198750	69.76433	1200833	1352500	1033333	1208333
20160924 080609	ternaria_noparallel	rpart	0	21	7	10	1196042	78.13056	1200833	1353333	1016667	1213333
20160924 081157	ternaria_noparallel	rpart	0	21	7	11	1134375	86.2599	1131667	1353333	1056667	995833.3
20160927 020611	binaria1_20%	rpart	0	18	18	9	124375	14.54428	120833.3	46666.67	219166.7	110833.3
20160927 020621	binaria1_20%	rpart	0	18	9	9	153541.7	17.15453	120833.3	46666.67	238333.3	208333.3
20160927 020624	binaria1_20%	rpart	0	18	6	9	155625	17.69682	120833.3	46666.67	219166.7	235833.3
20160927 021724	binaria1	rpart	0	20	10	9	939583.3	71.26908	954166.7	1051667	818333.3	934166.7
20160927 023521	binaria1	rpart	0	18	9	9	943333.3	142.1608	954166.7	1141667	723333.3	954166.7
20160927 023638	binaria1	rpart	0	18	18	9	843333.3	161.3676	764166.7	938333.3	794166.7	876666.7
20160927 023731	binaria1	rpart	0	18	6	9	955000	174.2772	936666.7	1061667	723333.3	1098333
20160927 024950	binaria1	rpart	0	18	18	10	843333.3	162.9446	764166.7	938333.3	794166.7	876666.7
20160927 024959	binaria1	rpart	0	18	6	10	985000	153.0976	1065833	1061667	723333.3	1089167
20160927 025045	binaria1	rpart	0	18	9	10	943333.3	179.6431	954166.7	1141667	723333.3	954166.7
20160927 030412	binaria1	rpart	0	18	9	11	943333.3	156.7538	954166.7	1141667	723333.3	954166.7
20160927 030431	binaria1	rpart	0	18	18	11	843333.3	183.1084	764166.7	938333.3	794166.7	876666.7
20160927 030500	binaria1	rpart	0	18	6	11	985000	201.3697	1065833	1061667	723333.3	1089167
20160927 031710	binaria1	rpart	0	18	9	12	943333.3	174.7703	954166.7	1141667	723333.3	954166.7
20160927 031910	binaria1	rpart	0	18	6	12	982291.7	198.6993	1065833	1050833	723333.3	1089167
